-199,-15,0.465021,1.2067e-07,0,0,-2.6064e-05,4.10494e-05,0,
-195.901,-14.9914,0.00686705,0.00258982,0,0,4.68533,0.013668,0,
-192.896,-14.9856,0.0068732,0.00263235,0,0,6.66021,0.137469,0,
-189.819,-14.9785,0.00680968,0.00282457,0,0,8.25342,0.188206,0,
-186.771,-14.9757,0.00690316,0.00173875,0,0,8.8625,0.0127558,0,
-183.683,-14.9724,0.00731639,0.00193952,0,0,9.36012,-0.533863,0,
-180.669,-14.9694,0.0109336,0.00184609,0,0,10.1544,-0.0337391,0,
-177.579,-14.966,0.00841891,0.00168448,0,0,11.1666,0.021326,0,
-174.407,-14.9768,0.0134396,-0.00380758,0,0,10.6419,1.89893,0,
-171.065,-14.9971,-0.0091648,-0.0358089,0,0,10.5848,7.36902,0,
-168.018,-15.0929,0.046548,-0.050331,0,0,10.8798,0.0777832,0,
-164.709,-15.2594,0.00707121,-0.0517429,0,0,11.8841,-0.626947,0,
-161.501,-15.4282,0.0076971,-0.0514052,0,0,12.7291,1.04173,0,
-158.47,-15.5824,0.010347,-0.0495092,0,0,13.5087,0.34239,0,
-155.389,-15.735,0.00755653,-0.0489085,0,0,14.4009,-0.297334,0,
-152.286,-15.8887,0.00975783,-0.0491302,0,0,15.1241,-1.07397,0,
-149.047,-16.0531,0.0114641,-0.0497933,0,0,15.5658,-0.632234,0,
-145.945,-16.2049,0.00697711,-0.0460523,0,0,15.4967,3.08628,0,
-142.86,-16.2643,0.0102862,-0.00608074,0,0,15.3808,6.03563,0,
-139.647,-16.112,0.0103491,0.0738482,0,0,15.2638,9.01487,0,
-136.481,-15.6565,0.0170537,0.16957,0,0,15.1297,0.479798,0,
-133.518,-15.0519,0.0223922,0.239763,0,0,15.1032,-0.287145,0,
-130.493,-14.2813,0.0219436,0.294507,0,0,14.8826,1.78411,0,
-127.498,-13.3817,0.0132269,0.298518,0,0,14.8348,-1.8896,0,
-124.308,-12.4061,0.0570917,0.305141,0,0,14.5441,-3.65985,0,
-121.12,-11.3943,0.00728992,0.31194,0,0,14.4851,3.44467,0,
-118.248,-10.4252,0.00688945,0.329781,0,0,14.3877,-1.28787,0,
-115.398,-9.44467,0.00998948,0.332023,0,0,14.3083,-1.65913,0,
-112.297,-8.37814,0.00966673,0.331953,0,0,14.2751,3.30051,0,
