-199.012,-14.9994,0.0069029,0.000634459,0,0,-0.00567311,0.000231581,0,
-199.028,-14.9983,0.00690289,0.00158476,0,0,-0.00562557,0.000252726,0,
-199.045,-14.9974,0.00690287,0.0025257,0,0,-0.00556974,0.000418684,0,
-199.06,-14.9966,0.00690286,0.00344229,0,0,-0.00556332,-0.000161227,0,
-198.312,-14.9938,0.00686704,0.00388751,0,0,2.20882,0.0213757,0,
-187.455,-14.9378,0.00719981,0.0154554,0,0,5.17295,0.60563,0,
-175.994,-13.863,0.0165822,0.172566,0,0,4.27461,-0.205602,0,
-162.35,-11.6333,0.00706789,0.160666,0,0,9.79142,1.0513,0,
-133.971,-7.11996,0.00690455,0.158079,0,0,11.6426,-0.0778371,0,
-108.857,-2.20204,0.00922312,0.341656,0,0,10.7196,4.9414,0,
-98.8031,15.5465,0.00800516,1.36257,0,0,7.85278,-1.69903,0,
-94.8505,34.0559,0.00687014,1.35144,0,0,9.85925,1.56705,0,
-87.3498,62.2305,0.00697102,1.20876,0,0,12.2606,4.88832,0,
-66.8673,76.4492,0.00696657,0.407526,0,0,9.78405,-0.389897,0,
-47.199,84.9167,0.00690441,0.407302,0,0,9.08897,-0.16112,0,
-29.9017,92.3633,0.0084308,0.407186,0,0,8.57394,0.726888,0,
-13.083,99.6029,0.00690454,0.407301,0,0,8.08163,-0.161216,0,
3.0774,106.557,0.0087353,0.407161,0,0,7.51489,-0.145519,0,
18.8003,113.327,0.00686668,0.407553,0,0,6.88232,-0.176396,0,
32.0343,120.359,0.00689472,0.621665,0,0,6.19919,0.485352,0,
32.9793,131.018,0.00690489,1.7814,0,0,5.04913,0.830668,0,
30.8737,142.488,0.00690149,1.74564,0,0,4.49357,0.227306,0,
31.7758,151.926,0.00692294,1.30731,0,0,3.88234,-0.12098,0,
33.8649,159.821,0.00690965,1.32866,0,0,3.42992,-0.331736,0,
35.6777,167.124,0.00691365,1.32814,0,0,3.23385,0.150588,0,
37.7813,175.679,0.00691396,1.33126,0,0,5.58596,-0.122174,0,
40.729,187.703,0.00690283,1.33107,0,0,5.02834,0.0257154,0,
42.7369,198.68,0.0100514,1.58622,0,0,4.27303,-1.87233,0,
36.8588,204.985,0.00778426,2.42866,0,0,3.59382,-0.287204,0,
30.743,209.777,0.00690677,2.56932,0,0,3.20359,1.14296,0,
23.081,210.205,0.00695111,3.13717,0,0,3.22487,-0.0195403,0,
8.19714,210.202,0.00690468,-3.11872,0,0,7.77399,0.862677,0,
-7.48668,204.887,0.00714658,-2.60453,0,0,7.14933,-0.208189,0,
-20.8219,197.743,0.00689962,-2.65327,0,0,6.67553,0.299794,0,
-37.1254,188.983,0.00915346,-2.61517,0,0,8.50436,1.49712,0,
-51.4704,177.066,0.00841143,-2.34779,0,0,7.87269,-0.119097,0,
-61.8795,162.14,0.00843053,-2.00896,0,0,7.20304,-1.25166,0,
-63.5755,146.537,0.00786948,-1.43968,0,0,6.54686,0.0144325,0,
-64.9774,132.309,0.00690708,-1.96314,0,0,5.70771,-0.736664,0,
-69.1926,119.62,0.00690452,-1.88784,0,0,5.11982,-0.123102,0,
-73.047,107.91,0.00690455,-1.88809,0,0,4.52637,-0.121173,0,
-77.1785,98.0782,0.00693493,-2.21859,0,0,4.00634,0.0106795,0,
-85.0254,94.8117,0.00688231,-2.98429,0,0,3.60656,-0.480352,0,
-93.0028,93.9635,0.00690341,-2.99315,0,0,3.25802,1.70133,0,
-99.785,91.5416,0.00690289,-2.77648,0,0,3.13081,-0.00296982,0,
-101.635,90.7404,0.00699316,-2.80622,0,0,0.00474811,0.202722,0,
-101.636,90.7398,0.00697151,-2.80576,0,0,-0.0144623,-0.478086,0,
-101.636,90.7391,0.00694858,-2.80534,0,0,0.00585035,0.0305209,0,
-101.636,90.7384,0.00693143,-2.8049,0,0,-0.0128647,-0.190068,0,
-101.636,90.7378,0.00691224,-2.80442,0,0,-0.00468831,0.130614,0,
