-0.267869,0.0807868,0,-2.91473,0,0,0.00202027,-0.43882,0
-1.36257,-0.123932,0,-2.96058,0,0,0.488905,-0.151151,0
-2.39361,-0.225268,0,-3.11677,0,0,0.614162,0.0277981,0
-2.99596,-0.250661,0,-3.07422,0,0,0.577797,-0.205955,0
-3.57618,-0.324699,0,-2.90369,0,0,0.52325,-0.464876,0
-4.04578,-0.47394,0,-2.7925,0,0,0.484865,-0.0286397,0
-4.9264,-0.91636,0,-2.74225,0,0,0.420216,0.0354839,0
-5.3643,-0.97583,0,2.99776,0,0,0.345466,-0.922662,0
-5.96473,-0.63112,0,1.94715,0,0,0.359608,0.0817495,0
-6.02589,-0.162919,0,1.5498,0,0,0.654567,-0.205584,0
-5.99597,1.26741,0,1.52501,0,0,0.818209,-0.2817,0
-5.97042,2.03127,0,1.50706,0,0,0.753561,-0.511073,0
-5.93847,3.96997,0,1.47013,0,0,0.658608,-0.475671,0
-5.85707,4.5272,0,1.35134,0,0,0.610122,-0.302357,0
-4.84765,5.3726,0,-0.0883256,0,0,0.622243,-0.0424695,0
-4.33115,5.21714,0,-0.548809,0,0,0.478804,-0.0918508,0
-3.75522,3.78651,0,-1.68997,0,0,0.454561,-0.42712,0
-3.87387,2.35633,0,-1.61587,0,0,0.618203,-0.251281,0
-3.8391,1.7857,0,-1.51101,0,0,0.37173,-0.471599,0
-3.77189,0.86224,0,-1.5374,0,0,0,-0.0667199,0
-3.7779,0.86711,0,-1.53553,0,0,0,-0.0453304,0
-3.75656,0.889409,0,-1.53256,0,0,0,-0.0164919,0
-3.75525,0.892085,0,-1.53265,0,0,0,-0.0495242,0
-3.75578,0.895495,0,-1.53303,0,0,0,-0.00123335,0
-3.75576,0.894436,0,-1.53319,0,0,0,-0.0601938,0
-3.7545,0.892571,0,-1.53318,0,0,0,-0.0212171,0
-3.76328,0.960952,0,-1.53558,0,0,0,-0.0190372,0
-3.76082,0.961147,0,-1.5356,0,0,0,-0.00302539,0
-3.75019,0.379393,0,-1.52579,0,0,0.472743,0.18126,0
-3.54837,0.0518963,0,-0.983748,0,0,0.442439,0.30005,0
-2.98472,-0.186058,0,-0.280652,0,0,0.585878,-0.112979,0
-1.29221,0.569525,0,0.244391,0,0,0,-0.0785221,0
